project_id:ID(Project),acronym,title,status
101070069,DataBri-X,Data Process & Technological Bricks for expanding digital value creation in European Data Spaces,SIGNED
101070072,MAX-R,Mixed Augmented and eXtended Reality media pipeline,SIGNED
101070074,SEDIMARK,SEcure Decentralised Intelligent Data MARKetplace,SIGNED
101070076,CLARUS,Optimizing Production and Logistic Resources in the Time-critical Bio Production Industries in Europe,SIGNED
101070077,ZOOOM,3Os and IP awareness raising for collaborative ecosystems,CLOSED
101070080,DARROW,DRIVING THE FUTURE OF WATER RESOURCE RECOVERY FACILITIES THROUGH DATA INTELLIGENCE,SIGNED
101070085,BAMBAM,Building Active MicroLED displays By Additive Manufacturing,SIGNED
101070086,IntNET,Interoperability Network for the Energy Transition,SIGNED
101070093,vera.ai,vera.ai: VERification Assisted by Artificial Intelligence,SIGNED
101070109,TransMIXR,Ignite the Immersive Media Sector by Enabling New Narrative Visions,SIGNED
101070112,SUINK,SUstainable self-charging power systems developed by INKjet printing,SIGNED
101070114,CircEl-Paper,Circular Economy Applied To Electronic Printed Circuit Boards Based On Paper,SIGNED
101070115,TUBERS,Scalable and Modular robotic tools for pipeline inspection and repair,SIGNED
101070118,NEMO,Next Generation Meta Operating System,SIGNED
101070120,BioProS,Biointelligent Production Sensor to Measure Viral Activity,SIGNED
101070122,STELAR,Spatio-TEmporal Linked data tools for the AgRi-food data space,SIGNED
101070125,NGI Enrichers,NGI International Collaboration – Transatlantic Fellowship Programme,SIGNED
101070136,IntelliMan,"AI-Powered Manipulation System for Advanced Robotic Service, Manufacturing and Prosthetics",SIGNED
101070141,GLACIATION,Green responsibLe privACy preservIng dAta operaTIONs,SIGNED
101070144,EuRyQa,European infrastructure for Rydberg Quantum Computing,SIGNED
101070149,TUPLES,Trustworthy Planning and Scheduling with Learning and Explanations,SIGNED
101070155,XR4Human,"The Equitable, Inclusive, and Human-Centered XR Project",SIGNED
101070162,ULTIMATE,mUlti-Level Trustworthiness to IMprove the Adoption of hybrid arTificial intelligencE,SIGNED
101070165,AGIMUS,Next generation of AI-powered robotics for agile production,SIGNED
101070167,ECOTRON,How to minimize the ecological footprint for functional electronics?,SIGNED
101070168,HyperSpace,HYPER entanglement in SPACE,SIGNED
101070169,UNICORN,Unveiling Innovation Potential of Circular Approaches in Automotive Electronics and Beyond,SIGNED
101070176,KINAITICS,Cyber-kinetic attacks using Artificial Intelligence,SIGNED
101070177,ICOS,Towards a functional continuum operating system,SIGNED
101070178,ADOPTION,Advance co-packaged optics enabling high-efficiency cloud computing,SIGNED
101070181,TALON,Autonomous and Self-organized Artificial Intelligent Orchestrator for a Greener Industry 4.0,SIGNED
101070186,TEADAL,"Trustworthy, Energy-Aware federated DAta Lakes along the computing continuum",SIGNED
101070190,AI4TRUST,AI-based-technologies for trustworthy solutions against disinformation,SIGNED
101070192,CORTEX2,COoperative Real-Time EXperiences with EXtended reality,SIGNED
101070193,QUCATS,Quantum Flagship Coordination Action and Support,SIGNED
101070195,PROMETHEUS,"PROgraMmable integrated photonic nEuromorphic and quanTum networks for High-speed imaging, communications and sEcUrity applicationS",SIGNED
101070200,FORGING,Forum for Emerging Enabling Technologies in Support to the Digital and Green Transitions through Value Sensitive Innovations,SIGNED
101070208,LASTSTEP,group-IV LASer and deTectors on Si-TEchnology Platform,SIGNED
101070212,FINDHR,Fairness and Intersectional Non-Discrimination in Human Recommendation,SIGNED
101070214,TRUSTEE,TRUST AND PRIVACY PRESERVING COMPUTING PLATFORM FOR CROSS-BORDER FEDERATION OF DATA,SIGNED
101070222,PAROMA-MED,Privacy Aware and Privacy Preserving Distributed and Robust Machine Learning for Medical Applications,SIGNED
101070227,CONVINCE,CONtext-aware VerifIable dyNamiC dEliberation,SIGNED
101070229,STAND4EU,Boosting the Exploitation of Standardisation Inputs from European Projects,CLOSED
101070238,NEUROPULS,NEUROmorphic energy-efficient secure accelerators based on Phase change materials aUgmented siLicon photonicS,SIGNED
101070250,XReco,XR mEdia eCOsystem,SIGNED
101070254,CoreSense,CoreSense: A Hybrid Cognitive Architecture for Deep Understanding,SIGNED
101070255,REFORM,PRINTED ELECTRONICS FOR THE CIRCULAR ECONOMY,SIGNED
101070262,Waterverse,Water Data Management Ecosystem for Water Data Spaces,SIGNED
101070278,ReSilence,Retune the Soundscape of future cities through art and science collaboration,SIGNED
101070279,MobiSpaces,New data spaces for green mobility,SIGNED
101070281,BIOS,"BIOS: The bio-intelligent DBTL cycle, a key enabler catalysing the industrial transformation towards sustainable biomanufacturing",SIGNED
101070284,enRichMyData,Enabling Data Enrichment Pipelines for AI-driven Business Products and Services,SIGNED
101070285,MAMMOth,"Multi-Attribute, Multimodal Bias Mitigation in AI Systems",SIGNED
101070287,SWAN-on-chip,Low power spintronics wireless autonomous node (SWAN) integrated circuits developed via spintronics technology accelerator platform,SIGNED
101070290,NIMFEIA,Nonlinear Magnons for Reservoir Computing in Reciprocal Space,SIGNED
101070292,HARIA,HUMAN-ROBOT SENSORIMOTOR AUGMENTATION - WEARABLE SENSORIMOTOR INTERFACES AND SUPERNUMERARY ROBOTIC LIMBS FOR HUMANS WITH UPPER-LIMB DISABILITIES,SIGNED
101070297,INDUSAC,"Quick Challenge-driven, Human-centered Co-Creation mechanism for INDUStry-Academia Collaborations",SIGNED
101070302,HyPELignum,Exploring wooden materials in hybrid printed electronics: a holistic approach towards functional electronics with net zero carbon emissions,SIGNED
101070303,LAZARUS,pLatform for Analysis of Resilient and secUre Software,SIGNED
101070305,ENEXA,Efficient Explainable Learning on Knowledge Graphs,SIGNED
101070310,Sestosenso,Physical Cognition for Intelligent Control and Safe Human-Robot Interaction,SIGNED
101070320,Romain,Development of a robotic maintenance system for wind turbine blades,SIGNED
101070321,Grinner,ImprovinG waste management through an AI-powered detection system of batteries utilising data from X-Ray detectors and pick-and-place robots.,SIGNED
101070325,CommuniCity,Innovative Solutions Responding to the Needs of Cities & Communities,SIGNED
101070328,BioMeld,A Modular Framework for Designing and Producing Biohybrid Machines,SIGNED
101070332,PHORMIC,Wafer-scale platform for Photonic Programmable Multipurpose Integrated Circuits,SIGNED
101070336,Adra-e,"AI, Data and Robotics ecosystem",SIGNED
101070342,DYNAMOS,Dynamic and reconfigurable data centre networks with modular optical subsystems,SIGNED
101070347,MANNGA,MAGNONIC ARTIFICIAL NEURAL NETWORKS AND GATE ARRAYS,SIGNED
101070350,HPLT,High Performance Language Technologies,SIGNED
101070351,SERMAS,Socially-acceptable Extended Reality Models and Systems,SIGNED
101070363,AEQUITAS,"ASSESSMENT AND ENGINEERING OF EQUITABLE, UNBIASED, IMPARTIAL AND TRUSTWORTHY AI SYSTEMS",SIGNED
101070374,CONVOLVE,Seamless design of smart edge processors,SIGNED
101070381,PILLAR-Robots,Purposeful Intrinsically motivated Lifelong Learning Autonomous Robots,SIGNED
101070396,ABILITY,HAPTIC TABLET FOR THE ACCESSIBILITY OF DIGITAL CONTENT TO THE VISUALLY IMPAIRED,SIGNED
101070405,DIGIFOREST,Digital Analytics and Robotics for Sustainable Forestry,SIGNED
101070408,SustainML,"Application Aware, Life-Cycle Oriented  Model-Hardware Co-Design Framework for Sustainable, Energy Efficient ML  Systems",SIGNED
101070416,Green.Dat.AI,Energy-efficient AI-ready Data Spaces,SIGNED
101070417,SPIDER,Computation Systems Based on Hybrid Spin-wave–CMOS Integrated Architectures,SIGNED
101070421,MUSAE,MUSAE: a human-centred factory for a future technological sustainable development driven by arts,SIGNED
101070430,EVENFLOW,Robust Learning and Reasoning for Complex Event Forecasting,SIGNED
101070440,FEROX,"Fostering and Enabling AI, Data and Robotics Technologies for Supporting Human Workers in Harvesting Wild Food",SIGNED
101070441,LOLIPOP,Lithium NiObate empowered siLIcon nitride Platform for fragmentation free OPeration in the visible and the NIR,SIGNED
101070443,GEYEDANCE,AI guidance for robot-assisted eye surgery,SIGNED
101070450,AI4CYBER,Trustworthy Artificial Intelligence for Cybersecurity Reinforcement and System Resilience,SIGNED
101070455,DYNABIC,Dynamic business continuity of critical infrastructures on top of adaptive multi-level cybersecurity,SIGNED
101070468,BIAS,Mitigating Diversity Biases of AI in the Labor Market,SIGNED
101070473,FLUIDOS,"Flexible, scaLable and secUre decentralIzeD Operating System",SIGNED
101070477,SusFE,Innovative Processes & Methodologies for Next Generation Sustainable Functional Electronic Components and Systems,SIGNED
101070482,GRAPH-X,GRAphene PHotonic frequency miXer,SIGNED
101070487,NEPHELE,A LIGHTWEIGHT SOFTWARE STACK AND SYNERGETIC META-ORCHESTRATION FRAMEWORK FOR THE NEXT GENERATION COMPUTE CONTINUUM,SIGNED
101070496,Smart Droplets,"Accelerating the achievement of EU Green Deal Goals for pesticide and fertilizer reduction through AI, data and robotic technologies.",SIGNED
101070506,PATTERN,Next generation ultra-high-speed microwave  Photonic integrATed circuiTs using advancE hybRid iNtegration,SIGNED
101070516,NebulOus,A META OPERATING SYSTEM FOR BROKERING HYPER-DISTRIBUTED APPLICATIONS ON CLOUD COMPUTING CONTINUUMS,SIGNED
101070519,NGI0 Review,NGI0 Review,SIGNED
101070521,VOXReality,Voice driven interaction in XR spaces,SIGNED
101070524,RECLAIM,AI-powered Robotic Material Recovery in a Box,SIGNED
101070533,EMIL,European Media and Immersion Lab,SIGNED
101070536,MandMEMS,Magnonics meets micro-electro-mechanical systems: a new paradigm for communication technology and radio-frequency signal processing,SIGNED
101070537,CROSSCON,Cross-platform Open Security Stack for Connected Devices,SIGNED
101070546,MUQUABIS,Multiscale quantum bio-imaging and spectroscopy,SIGNED
101070549,POLYNICES,"POLYmer based electro-optic PCB motherboard integration with Si3N4 Chiplets, InP Components and Electronic ICs enabling affordable photonic modules for THz Sensing and quantum computing applications",SIGNED
101070556,Sustain-a-Print,Sustainable materials and process for green printed electronics (Sustain-a-Print) (SaP),SIGNED
101070558,FoQaCiA,Foundations of quantum computational advantage,SIGNED
101070560,PUNCH,Packaging of novel Ultra-dyNamiC pHotonic switches and transceivers for integration into 5G radio access network and datacenter sub-systems,SIGNED
101070568,AutoFair,Human-Compatible Artificial Intelligence with Guarantees,SIGNED
101070571,UNLOCK-CEI,Unlocking the Cloud Edge IoT demand potential in Europe,CLOSED
101070581,SPRINTER,"Low-coSt and energy-efficient hybrid Photonic integrated circuits for fibeR-optic, free-space optIcal and mmWave commuNication systems supporting Time critical networking in industrial EnviRonments",SIGNED
101070586,PHOENI2X,"A EUROPEAN CYBER RESILIENCE FRAMEWORK WITH ARTIFICIAL INTELLIGENCE -ASSISTED ORCHESTRATION & AUTOMATION FOR BUSINESS CONTINUITY, INCIDENT RESPONSE & INFORMATION EXCHANGE",SIGNED
101070588,HACID,Hybrid Human Artificial Collective Intelligence in Open-Ended Decision Making,SIGNED
101070589,BIOASSEMBLER,Integrating bio-inspired assembly into semiconductor manufacturing technology for biosensors,SIGNED
101070596,euROBIN,European ROBotics and AI Network,SIGNED
101070599,SecOPERA,Secure OPen source softwarE and hardwaRe Adaptable framework,SIGNED
101070600,SoftEnable,Towards Soft Fixture-Based Manipulation Primitives Enabling Safe Robotic Manipulation in Hazardous Healthcare and Food Handling Applications,SIGNED
101070604,SIMAR,"Safe Inspection and Maintenance supporting workers with modular robots, Artificial intelligence, and augmented Reality",SIGNED
101070617,ELSA,European Lighthouse on Secure and Safe AI,SIGNED
101070622,VISSION,Active Building Blocks for Visible and Near-Infrared Applications on a Silicon Nitride Interposer,SIGNED
101070627,REWIRE,REWiring the ComposItional Security  VeRification and AssurancE of Systems of Systems Lifecycle,SIGNED
101070631,UTTER,Unified Transcription and Translation for Extended Reality,SIGNED
101070634,NeuroSoC,A multiprocessor system on chip with in-memory neural processing unit,SIGNED
101070658,TITAN,AI for Citizen Intelligent Coaching against Disinformation,SIGNED
101070660,GOIT,Go IT!,TERMINATED
101070666,Up-Skill,Up-Skilling for Industry 5.0 Roll-Out,SIGNED
101070670,ENCRYPT,A SCALABLE AND PRACTICAL PRIVACY-PRESERVING FRAMEWORK,SIGNED
101070672,SPIRIT,Scalable Platform for Innovations on Real-time Immersive Telepresence,SIGNED
101070679,NimbleAI,ULTRA-ENERGY EFFICIENT AND SECURE NEUROMORPHIC SENSING AND PROCESSING AT THE ENDPOINT,SIGNED
101070690,PHOENIX,Ferroelectric PHOtonics ENablIng novel functionalities and enhanced performance of neXt generating PICs,SIGNED
101070700,MIRAQLS,MID-INFRARED QUANTUM TECHNOLOGY FOR SENSING,SIGNED
101070719,DIHsP4_Medicine,ACTION PLAN TO SHAPE CORRIDORS AMONG DIHS TO FOSTER INNOVATION ECOSYSTEMS AND ACCELERATE THE DEPLOYMENT OF THE P4 MEDICINE PARADIGM,CLOSED
101070721,GH2,GreenH2 production from water and bioalcohols by full solar spectrum in a flow reactor,SIGNED
101070737,BOOST,Boosting Smart Regional Innovation Ecosystems,CLOSED
101070740,T-FITNESS,FINE-TUNING T CELL NETWORKS OF EXHAUSTION BY SYNTHETIC SENSORS,SIGNED
101070741,H2STEEL,Green H2 and circular bio-coal from biowaste for cost-competitive sustainable Steel,SIGNED
101070745,BUILD,BUILDING CAPACITIES IN INNOVATION PROCUREMENT FOR CITIES,CLOSED
101070749,RAISE,Regions’ Alliances for Interconnected Startup Ecosystems,CLOSED
101070756,CONNECTINGHEALTH,CONNECTing the dots withIN diGItal HEALTH Innovation Ecosystems,CLOSED
101070767,3R - Connect,"Interconnected Innovation Ecosystems – Reduce, Reuse and Rethink",CLOSED
101070768,CAFEIN,Cluster Action For Ecosystem Innovation Network,CLOSED
101070772,Senior Eco-Nect,"Preparation of a joint action plan to support the emergence and growth of silver ECOnomy European ECOsystems  and strengthening their efficiency, capacity, interconNECTivity and inclusivity.",CLOSED
101070776,SAPEA,Science Advice for Policy by European Academies,SIGNED
101070786,AD-ASTRA,Aerospace Districts: Acceleration of the Strategic Transfer of Regional Advancements,CLOSED
